"Request ID","Patch Type","Release","Estimated End Time","Product Family","Status","POD","Customer Name","Request Details","Estimated Start Time","Estimated Time","Actual Patching  Start Date","Actual Patching End Date","Actual  Patching Time","Test Start Date","Test End Date","Notification Start Date","Notification End Date","Comments"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HBCK","CBIZ, Inc.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HBCM","Steel and Pipe Supply Company Inc","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","EAAT","Avaya Inc.","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL8","20:00 (PT)","HCM","Testing Complete","HCAR","BODEGA LATINA CORPORATION","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HBBC","INVENSENSE, INC","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","EAAO","Wave Division Holdings, LLC","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","JPA","Curse, Inc","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HBAX","Paramit","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","NNF","OhioHealth","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","NMF","Gerson Lehrman Group, Inc","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27387","One Off Patch","REL7","20:00 (PT)","HCM","Testing Complete","HSF","WAXIE Sanitary Supply","Applying April 2014 vertex update across all ERP/GSI/HCM   US   Production Pods.","19:00 (PT)",".25","25-Apr-2014 19:00","25-Apr-2014 19:35","0h:35m","25-Apr-2014 19:30","25-Apr-2014 19:35","25-APR-2014 19:00","25-APR-2014 19:00","-"
"27403","Language Packs","REL8","04:00 (PT)","HCM","Testing Complete","FFN","CWT SAS","3-8887440332 CWT SAS (FFN) HCM - Spanish, Russian, Chinese (Simplified) & Portuguese (Brazilian) - REL8","19:00 (PT)","12","25-APR-2014 23:25","26-Apr-2014 05:34","6h:9m","26-Apr-2014 05:25","26-Apr-2014 05:41","25-APR-2014 19:00","26-APR-2014 05:47","Started late due to dependency on FM#27484"
"27404","Language Packs","REL8","04:00 (PT)","HCM","Testing Complete","CYN","CWT SAS","3-8887440102 CWT SAS (CYN) HCM - Spanish, Russian, Chinese (Simplified) & Portuguese (Brazilian) - REL8","19:00 (PT)","12","26-APR-2014 03:55","26-Apr-2014 10:48","6h:53m","26-Apr-2014 11:04","26-Apr-2014 11:21","25-APR-2014 19:00","26-APR-2014 10:48","Started late due to dependency on FM#27484"
"27405","Language Packs","REL8","04:00 (PT)","HCM","Testing Complete","DIN","CWT SAS","3-8887440338 CWT SAS (DIN) HCM - Spanish, Russian, Chinese (Simplified) & Portuguese (Brazilian) - REL8","19:00 (PT)","12","26-APR-2014 03:55","26-Apr-2014 11:51","7h:56m","26-Apr-2014 11:53","26-Apr-2014 12:07","25-APR-2014 19:00","26-APR-2014 11:51","Started late due to dependency on FM#27484"
"27423","Language Packs","REL7","04:00 (PT)","HCM","Testing Complete","DPN","CWT SAS","3-8887440454 CWT SAS (DPN) HCM - Spanish, Russian, Chinese (Simplified) & Portuguese (Brazilian) - REL7","19:00 (PT)","12","25-APR-2014 19:00","26-APR-2014 01:10","6h:10m","26-Apr-2014 01:21","26-Apr-2014 01:34","25-APR-2014 19:00","26-APR-2014 01:24","-"
"27463","One Off Patch","REL8","22:00 (PT)","HCM","Testing Complete","VMF","UBS AG LONDON BRANCH","PLEASE APPLY REL8_20140425 ON SELECTED UBS PODS ","13:00 (PT)","4","25-Apr-2014 13:00","25-Apr-2014 16:30","3h:30m","25-Apr-2014 16:25","25-Apr-2014 16:41","25-APR-2014 13:00","25-APR-2014 16:30","WSB Applied."
"27463","One Off Patch","REL8","22:00 (PT)","HCM","Testing Complete","VQF","UBS AG LONDON BRANCH","PLEASE APPLY REL8_20140425 ON SELECTED UBS PODS ","13:00 (PT)","4","25-Apr-2014 13:00","25-Apr-2014 16:30","3h:30m","25-Apr-2014 16:25","25-Apr-2014 16:41","25-APR-2014 13:00","25-APR-2014 16:30","WSB Applied."
"27483","One Off Patch","REL8","22:00 (PT)","HCM","Testing Complete","VDF","UBS AG LONDON BRANCH","PLEASE APPLY REL8_20140425 ON SELECTED UBS PODS ","13:00 (PT)","5","25-Apr-2014 13:00","25-Apr-2014 16:53","3h:53m","25-Apr-2014 18:00","25-Apr-2014 18:16","25-APR-2014 13:00","25-APR-2014 16:53","WSB applied."
"27483","One Off Patch","REL8","22:00 (PT)","HCM","Testing Complete","VPF","UBS AG LONDON BRANCH","PLEASE APPLY REL8_20140425 ON SELECTED UBS PODS ","13:00 (PT)","5","25-Apr-2014 13:00","25-Apr-2014 18:03","5h:3m","25-Apr-2014 18:00","25-Apr-2014 18:16","25-APR-2014 13:00","25-APR-2014 18:03","WSB applied."
"27483","One Off Patch","REL8","22:00 (PT)","HCM","Testing Complete","VNF","UBS AG LONDON BRANCH","PLEASE APPLY REL8_20140425 ON SELECTED UBS PODS ","13:00 (PT)","5","25-Apr-2014 13:00","25-Apr-2014 18:03","5h:3m","25-Apr-2014 18:00","25-Apr-2014 18:16","25-APR-2014 13:00","25-APR-2014 18:03","WSB applied."
"27483","One Off Patch","REL8","22:00 (PT)","HCM","Testing Complete","VCF","UBS AG LONDON BRANCH","PLEASE APPLY REL8_20140425 ON SELECTED UBS PODS ","13:00 (PT)","5","25-Apr-2014 13:00","25-Apr-2014 18:03","5h:3m","25-Apr-2014 18:00","25-Apr-2014 18:16","25-APR-2014 13:00","25-APR-2014 18:03","WSB applied."
"27483","One Off Patch","REL8","22:00 (PT)","HCM","Testing Complete","VRF","UBS AG LONDON BRANCH","PLEASE APPLY REL8_20140425 ON SELECTED UBS PODS ","13:00 (PT)","5","25-Apr-2014 13:00","25-Apr-2014 16:41","3h:41m","25-Apr-2014 18:00","25-Apr-2014 18:16","25-APR-2014 13:00","25-APR-2014 16:42","WSB applied."
"27483","One Off Patch","REL8","22:00 (PT)","HCM","Testing Complete","VOF","UBS AG LONDON BRANCH","PLEASE APPLY REL8_20140425 ON SELECTED UBS PODS ","13:00 (PT)","5","25-Apr-2014 13:00","25-Apr-2014 16:41","3h:41m","25-Apr-2014 18:00","25-Apr-2014 18:16","25-APR-2014 13:00","25-APR-2014 16:42","WSB applied."
"27483","One Off Patch","REL8","22:00 (PT)","HCM","Testing Complete","VGF","UBS AG LONDON BRANCH","PLEASE APPLY REL8_20140425 ON SELECTED UBS PODS ","13:00 (PT)","5","25-Apr-2014 13:00","25-Apr-2014 16:53","3h:53m","25-Apr-2014 18:00","25-Apr-2014 18:16","25-APR-2014 13:00","25-APR-2014 16:53","WSB applied."
"27484","One Off Patch","REL8","04:00 (PT)","HCM","Testing Complete","DIN","CWT SAS","America Patching Window: Deploy 
PLEASE APPLY REL8_20140425 ON SELECTED PODS ","19:00 (PT)","5","25-APR-2014 19:40","26-APR-2014 03:48","8h:8m","26-Apr-2014 11:53","26-Apr-2014 12:07","25-APR-2014 19:00","26-APR-2014 11:51","18666283 - performance issue"
"27484","One Off Patch","REL8","04:00 (PT)","HCM","Testing Complete","HMA","Schneider Electric Industries SAS","America Patching Window: Deploy 
PLEASE APPLY REL8_20140425 ON SELECTED PODS ","19:00 (PT)","5","25-APR-2014 19:40","26-APR-2014 00:38","4h:58m","26-Apr-2014 07:56","26-Apr-2014 08:21","25-APR-2014 19:00","26-APR-2014 06:20","-"
"27484","One Off Patch","REL8","04:00 (PT)","HCM","Testing Complete","HWF","Schneider Electric Industries SAS","America Patching Window: Deploy 
PLEASE APPLY REL8_20140425 ON SELECTED PODS ","19:00 (PT)","5","25-APR-2014 19:40","26-APR-2014 01:25","5h:45m","26-Apr-2014 07:56","26-Apr-2014 08:21","25-APR-2014 19:00","26-APR-2014 08:16","-"
"27484","One Off Patch","REL8","04:00 (PT)","HCM","Testing Complete","FFN","CWT SAS","America Patching Window: Deploy 
PLEASE APPLY REL8_20140425 ON SELECTED PODS ","19:00 (PT)","5","25-APR-2014 19:40","25-APR-2014 23:16","3h:36m","26-Apr-2014 05:25","26-Apr-2014 05:41","25-APR-2014 19:00","26-APR-2014 05:47","-"
"27484","One Off Patch","REL8","04:00 (PT)","HCM","Testing Complete","CYN","CWT SAS","America Patching Window: Deploy 
PLEASE APPLY REL8_20140425 ON SELECTED PODS ","19:00 (PT)","5","25-APR-2014 19:40","26-APR-2014 03:44","8h:4m","26-Apr-2014 11:04","26-Apr-2014 11:21","25-APR-2014 19:00","26-APR-2014 10:48","18666283 - performance issue"
"27485","One Off Patch","REL8","15:00 (PT)","HCM","Testing Complete","HCAC-TEST","Axa Group Solutions SAS APAC","APAC2 Patching Window: Deploy 
PLEASE APPLY REL8_20140425 ON SELECTED PODS ","06:00 (PT)","5","25-APR-2014 06:09","25-Apr-2014 13:02","6h:53m","25-Apr-2014 12:40","25-Apr-2014 13:02","25-APR-2014 06:00","25-APR-2014 19:23","-"
"27485","One Off Patch","REL8","15:00 (PT)","HCM","Testing Complete","XFF","Comviva Technologies Limited (HCM)","APAC2 Patching Window: Deploy 
PLEASE APPLY REL8_20140425 ON SELECTED PODS ","06:00 (PT)","5","25-APR-2014 06:09","25-Apr-2014 10:12","4h:3m","25-Apr-2014 10:23","25-Apr-2014 10:45","25-APR-2014 06:00","25-APR-2014 10:12","-"
"27485","One Off Patch","REL8","15:00 (PT)","HCM","Testing Complete","FGN","Axa Group Solutions SAS APAC","APAC2 Patching Window: Deploy 
PLEASE APPLY REL8_20140425 ON SELECTED PODS ","06:00 (PT)","5","25-APR-2014 06:09","25-Apr-2014 09:32","3h:23m","25-Apr-2014 10:23","25-Apr-2014 10:45","25-APR-2014 06:00","25-APR-2014 09:32","-"
"27485","One Off Patch","REL8","15:00 (PT)","HCM","Testing Complete","HCAC","Axa Group Solutions SAS APAC","APAC2 Patching Window: Deploy 
PLEASE APPLY REL8_20140425 ON SELECTED PODS ","06:00 (PT)","5","25-APR-2014 06:09","25-Apr-2014 09:52","3h:43m","25-Apr-2014 10:23","25-Apr-2014 10:45","25-APR-2014 06:00","25-APR-2014 09:52","-"
"27486","One Off Patch","REL8","22:00 (PT)","HCM","Testing Complete","AAL","British Telecommunications Public Limited Company","EMEA Patching Window: Deploy 
PLEASE APPLY REL8_20140425 ON SELECTED PODS ","13:00 (PT)","5","25-APR-2014 13:00","26-Apr-2014 00:35","11h:35m","26-Apr-2014 00:35","26-Apr-2014 01:17","25-APR-2014 13:00","26-APR-2014 00:35","Zipped logs and skipped hung worker"
"27486","One Off Patch","REL8","22:00 (PT)","HCM","Testing Complete","FYN","BG International Limited","EMEA Patching Window: Deploy 
PLEASE APPLY REL8_20140425 ON SELECTED PODS ","13:00 (PT)","5","25-APR-2014 13:00","25-Apr-2014 16:26","3h:26m","25-Apr-2014 18:31","25-Apr-2014 18:41","25-APR-2014 13:00","25-APR-2014 17:31","DO NOT CLOSE NOTIFICATION UNTIL COMPLETING ARU PATCH FM 27664"
"27486","One Off Patch","REL8","22:00 (PT)","HCM","Testing Complete","ACL","British Telecommunications Public Limited Company","EMEA Patching Window: Deploy 
PLEASE APPLY REL8_20140425 ON SELECTED PODS ","13:00 (PT)","5","25-APR-2014 13:00","26-Apr-2014 00:35","11h:35m","26-Apr-2014 00:35","26-Apr-2014 01:17","25-APR-2014 13:00","26-APR-2014 00:35","Zipped logs and skipped hung worker"
"27486","One Off Patch","REL8","22:00 (PT)","HCM","Testing Complete","ADL","British Telecommunications Public Limited Company","EMEA Patching Window: Deploy 
PLEASE APPLY REL8_20140425 ON SELECTED PODS ","13:00 (PT)","5","25-APR-2014 13:00","25-Apr-2014 21:04","8h:4m","25-Apr-2014 21:04","26-Apr-2014 00:17","25-APR-2014 13:00","25-APR-2014 21:04","Zipped logs and skipped"
"27486","One Off Patch","REL8","22:00 (PT)","HCM","Testing Complete","HCMSANDBOX801","BG International Limited","EMEA Patching Window: Deploy 
PLEASE APPLY REL8_20140425 ON SELECTED PODS ","13:00 (PT)","5","25-APR-2014 13:00","25-APR-2014 16:20","3h:20m","25-Apr-2014 18:31","25-Apr-2014 18:41","25-APR-2014 13:00","25-APR-2014 17:31","DO NOT CLOSE NOTIFICATION UNTIL COMPLETING ARU PATCH FM 27664"
"27526","One Off Patch","REL7","14:00 (PT)","FUSION","Testing Complete","HBAJ-TEST","Provinciebestuur Antwerpen","Disabling the Audit to overcome upgradation issue.","13:00 (PT)","1","25-Apr-2014 01:30","25-Apr-2014 01:45","0h:15m","25-Apr-2014 01:49","25-Apr-2014 01:49","25-APR-2014 13:00","25-APR-2014 17:32","-"
"27664","One Off Patch","REL8","22:00 (PT)","HCM","Testing Complete","HCMSANDBOX801","BG International Limited","Please apply the patch 18629336 in the selected pods of BG International. Please note that this should be applied AFTER the 4/25 mini-bundle.
More details in bug 18663204","13:00 (PT)","1.5","25-APR-2014 18:23","25-Apr-2014 18:31","0h:8m","25-Apr-2014 18:31","25-Apr-2014 18:41","25-APR-2014 13:00","25-APR-2014 17:31","Wait for WSB to complete first - Hari"
"27526","One Off Patch","REL7","14:00 (PT)","FUSION","Testing Complete","DON","Euroclear SA/NV","Disabling the Audit to overcome upgradation issue.","13:00 (PT)","1","25-Apr-2014 01:30","25-Apr-2014 01:45","0h:15m","25-Apr-2014 01:49","25-Apr-2014 01:49","25-APR-2014 13:00","25-APR-2014 13:12","-"
"27526","One Off Patch","REL7","14:00 (PT)","FUSION","Testing Complete","HBAJ","Provinciebestuur Antwerpen","Disabling the Audit to overcome upgradation issue.","13:00 (PT)","1","25-Apr-2014 01:30","25-Apr-2014 01:45","0h:15m","25-Apr-2014 01:49","25-Apr-2014 01:49","25-APR-2014 13:00","25-APR-2014 18:47","-"
"27543","One Off Patch","REL7","20:00 (PT)","FUSION","Testing Complete","JUF","MIPRO Consulting, LLC","Disabling the Audit to overcome upgradation issue.","19:00 (PT)","1","25-Apr-2014 01:30","25-Apr-2014 01:45","0h:15m","25-Apr-2014 01:49","25-Apr-2014 01:49","-","-","-"
"27543","One Off Patch","REL7","20:00 (PT)","FUSION","Testing Complete","HLF","Deloitte (CRM)","Disabling the Audit to overcome upgradation issue.","19:00 (PT)","1","25-Apr-2014 01:30","25-Apr-2014 01:45","0h:15m","25-Apr-2014 01:49","25-Apr-2014 01:49","-","-","-"
"27543","One Off Patch","REL8","20:00 (PT)","FUSION","Testing Complete","FUF","KBACE Partner (HCM)","Disabling the Audit to overcome upgradation issue.","19:00 (PT)","1","25-Apr-2014 01:30","25-Apr-2014 01:45","0h:15m","25-Apr-2014 01:49","25-Apr-2014 01:49","-","-","-"
"27543","One Off Patch","REL7","20:00 (PT)","FUSION","Testing Complete","CHA","Oracle Corp. Fusion CRM Support","Disabling the Audit to overcome upgradation issue.","19:00 (PT)","1","25-Apr-2014 01:30","25-Apr-2014 01:45","0h:15m","25-Apr-2014 01:49","25-Apr-2014 01:49","25-APR-2014 18:00","27-APR-2014 18:00","-"
"27543","One Off Patch","REL7","20:00 (PT)","FUSION","Testing Complete","KIF","Elavon Inc","Disabling the Audit to overcome upgradation issue.","19:00 (PT)","1","25-Apr-2014 01:30","25-Apr-2014 01:45","0h:15m","25-Apr-2014 01:49","25-Apr-2014 01:49","-","-","-"
"27543","One Off Patch","REL7","20:00 (PT)","FUSION","Testing Complete","HBCP-TEST","Empresas Publicas De Medellin, E.S.P.","Disabling the Audit to overcome upgradation issue.","19:00 (PT)","1","25-Apr-2014 01:30","25-Apr-2014 01:45","0h:15m","25-Apr-2014 01:49","25-Apr-2014 01:49","25-APR-2014 19:00","25-APR-2014 20:30","-"
"27544","One Off Patch","REL7","15:00 (PT)","FUSION","Testing Complete","BFS","Apollo Hospitals Enterprise Limited","Disabling the Audit to overcome upgradation issue.","06:00 (PT)","1","25-Apr-2014 01:30","25-Apr-2014 01:45","0h:15m","25-Apr-2014 01:49","25-Apr-2014 01:49","25-APR-2014 06:00","25-APR-2014 10:30","-"
"27544","One Off Patch","REL7","15:00 (PT)","FUSION","Testing Complete","XGF","Luminous Power Technologies Private Limited","Disabling the Audit to overcome upgradation issue.","06:00 (PT)","1","25-Apr-2014 01:30","25-Apr-2014 01:45","0h:15m","25-Apr-2014 01:49","25-Apr-2014 01:49","-","-","-"
"27544","One Off Patch","REL8","15:00 (PT)","FUSION","Testing Complete","CKA","GloriSys Cloud Solutions Co., Ltd.","Disabling the Audit to overcome upgradation issue.","06:00 (PT)","1","25-Apr-2014 01:30","25-Apr-2014 01:45","0h:15m","25-Apr-2014 01:49","25-Apr-2014 01:49","-","-","-"
"27544","One Off Patch","REL7","15:00 (PT)","FUSION","Testing Complete","CGS","Apollo Hospitals Enterprise Limited","Disabling the Audit to overcome upgradation issue.","06:00 (PT)","1","25-Apr-2014 01:30","25-Apr-2014 01:45","0h:15m","25-Apr-2014 01:49","25-Apr-2014 01:49","25-APR-2014 06:00","25-APR-2014 06:11","-"
"27664","One Off Patch","REL8","22:00 (PT)","HCM","Testing Complete","FYN","BG International Limited","Please apply the patch 18629336 in the selected pods of BG International. Please note that this should be applied AFTER the 4/25 mini-bundle.
More details in bug 18663204","13:00 (PT)","1.5","25-APR-2014 18:23","25-Apr-2014 18:31","0h:8m","25-Apr-2014 18:31","25-Apr-2014 18:41","25-APR-2014 13:00","25-APR-2014 17:31","Wait for WSB to complete first  - Hari"
"27526","One Off Patch","REL8","14:00 (PT)","FUSION","Testing Complete","VAF","UBS AG LONDON BRANCH","Disabling the Audit to overcome upgradation issue.","13:00 (PT)","1","25-Apr-2014 01:30","25-Apr-2014 01:45","0h:15m","25-Apr-2014 01:49","25-Apr-2014 01:49","-","-","-"
